C,10001,10001,1,1
V,1000,1,2,
V,1001,1,3,8
V,1002,1,4,
C,10002,10002,5,5
V,1001,1,6,
V,1003,1,7,
C,10003,10003,8,8
V,1001,1,9,
V,1003,1,10,
V,1004,1,11,
C,10004,10004,12,12
V,1005,1,13,
C,10005,10005,14,14
V,1006,1,15,
C,10006,10006,16,16
V,1003,1,17,
V,1004,1,18,
C,10007,10007,19,19
V,1007,1,20,
C,10008,10008,21,21
V,1004,1,22,
C,10009,10009,23,23
V,1008,1,24,
V,1009,1,25,
C,10010,10010,26,26
V,1010,1,27,
V,1000,1,28,
V,1011,1,29,
V,1012,1,30,
V,1013,1,31,
V,1014,1,32,
C,10011,10011,33,33
V,1015,1,34,
V,1016,1,35,
V,1017,1,36,
V,1018,1,37,
V,1019,1,38,
C,10012,10012,39,39
V,1020,1,40,
V,1021,1,41,
C,10013,10013,42,42
V,1022,1,43,
C,10014,10014,44,44
V,1023,1,45,
C,10015,10015,46,46
V,1024,1,47,
C,10016,10016,48,48
V,1025,1,49,
V,1026,1,50,
C,10017,10017,51,51
V,1027,1,52,
V,1017,1,53,
V,1026,1,54,
V,1028,1,55,
C,10018,10018,56,56
V,1004,1,57,
C,10019,10019,58,58
V,1017,1,59,
V,1004,1,60,
V,1018,1,61,
V,1029,1,62,
V,1008,1,63,
V,1030,1,64,
V,1031,1,65,
V,1032,1,66,
V,1003,1,67,
V,1033,1,68,
V,1002,1,69,
C,10020,10020,70,70
V,1008,1,71,
V,1001,1,72,
V,1034,1,73,
V,1002,1,74,
C,10021,10021,75,75
V,1017,1,76,
V,1004,1,77,
V,1018,1,78,
V,1035,1,79,
V,1036,1,80,
V,1008,1,81,
V,1037,1,82,
V,1009,1,83,
V,1038,1,84,
V,1026,1,85,
V,1039,1,86,
V,1040,1,87,
V,1032,1,88,
V,1041,1,89,
V,1042,1,90,
V,1034,1,91,
V,1043,1,92,
C,10022,10022,93,93
V,1008,1,94,
V,1017,1,95,
V,1004,1,96,
C,10023,10023,97,97
V,1008,1,98,
C,10024,10024,99,99
V,1044,1,100,
C,10025,10025,101,101
V,1045,1,102,
C,10026,10026,103,103
V,1034,1,104,
C,10027,10027,105,105
V,1008,1,106,
V,1046,1,107,
V,1034,1,108,
C,10028,10028,109,109
V,1295,1,110,
C,10029,10029,111,111
V,1034,1,112,
C,10030,10030,113,113
V,1017,1,114,
V,1048,1,115,
C,10031,10031,116,116
V,1045,1,117,
V,1049,1,118,
V,1018,1,119,
V,1008,1,120,
V,1035,1,121,
V,1027,1,122,
V,1046,1,123,
V,1009,1,124,
V,1031,1,125,
V,1041,1,126,
V,1001,1,127,
V,1003,1,128,
V,1002,1,129,
V,1034,1,130,
C,10032,10032,131,131
V,1050,1,132,
C,10033,10033,133,133
V,1032,1,134,
C,10034,10034,135,135
V,1037,1,136,
V,1009,1,137,
V,1004,1,138,
C,10035,10035,139,139
V,1008,1,140,
V,1051,1,141,
V,1038,1,142,
V,1031,1,143,
V,1052,1,144,
V,1053,1,145,
V,1018,1,146,
C,10036,10036,147,147
V,1051,1,148,
V,1054,1,149,
V,1018,1,150,
V,1035,1,151,
V,1008,1,152,
V,1009,1,153,
V,1026,1,154,
V,1040,1,155,
V,1052,1,156,
V,1041,1,157,
V,1003,1,158,
V,1034,1,159,
V,1048,1,160,
C,10037,10037,161,161
V,1008,1,162,
V,1055,1,163,
V,1056,1,164,
V,1017,1,165,
V,1032,1,166,
C,10038,10038,167,167
V,1008,1,168,
V,1027,1,169,
V,1026,1,170,
V,1041,1,171,
V,1032,1,172,
V,1001,1,173,
V,1003,1,174,
V,1018,1,175,
V,1057,1,176,
C,10039,10039,177,177
V,1000,1,178,
V,1058,1,179,
V,1017,1,180,
V,1049,1,181,
V,1001,1,182,
V,1034,1,183,
C,10040,10040,184,184
V,1008,1,185,
V,1034,1,186,
C,10041,10041,187,187
V,1008,1,188,
V,1009,1,189,
V,1034,1,190,
C,10042,10042,191,191
V,1030,1,192,
V,1004,1,193,
C,10043,10043,194,194
V,1008,1,195,
V,1009,1,196,
C,10044,10044,197,197
V,1008,1,198,
V,1004,1,199,
V,1034,1,200,
C,10045,10045,201,201
V,1034,1,202,
C,10046,10046,203,203
V,1026,1,204,
C,10047,10047,205,205
V,1026,1,206,
V,1059,1,207,
C,10048,10048,208,208
V,1007,1,209,
C,10049,10049,210,210
V,1038,1,211,
V,1026,1,212,
V,1053,1,213,
C,10050,10050,214,214
V,1025,1,215,
C,10051,10051,216,216
V,1046,1,217,
V,1034,1,218,
C,10052,10052,219,219
V,1008,1,220,
V,1020,1,221,
V,1042,1,222,
C,10053,10053,223,223
V,1052,1,224,
V,1060,1,225,
V,1004,1,226,
C,10054,10054,227,227
V,1025,1,228,
C,10055,10055,229,229
V,1008,1,230,
V,1034,1,231,
C,10056,10056,232,232
V,1008,1,233,
V,1034,1,234,
C,10057,10057,235,235
V,1008,1,236,
V,1034,1,237,
C,10058,10058,238,238
V,1061,1,239,
C,10059,10059,240,240
V,1008,1,241,
C,10060,10060,242,242
V,1032,1,243,
C,10061,10061,244,244
V,1026,1,245,
C,10062,10062,246,246
V,1008,1,247,
V,1007,1,248,
V,1034,1,249,
C,10063,10063,250,250
V,1034,1,251,
V,1018,1,252,
C,10064,10064,253,253
V,1008,1,254,
V,1034,1,255,
C,10065,10065,256,256
V,1045,1,257,
V,1062,1,258,
V,1017,1,259,
V,1004,1,260,
V,1021,1,261,
V,1008,1,262,
V,1056,1,263,
V,1046,1,264,
V,1040,1,265,
V,1034,1,266,
C,10066,10066,267,267
V,1004,1,268,
C,10067,10067,269,269
V,1023,1,270,
V,1040,1,271,
V,1017,1,272,
V,1063,1,273,
C,10068,10068,274,274
V,1064,1,275,
V,1065,1,276,
V,1066,1,277,
V,1067,1,278,
V,1027,1,279,
V,1040,1,280,
V,1061,1,281,
V,1068,1,282,
V,1042,1,283,
V,1034,1,284,
V,1025,1,285,
V,1069,1,286,
V,1070,1,287,
V,1018,1,288,
V,1004,1,289,
V,1071,1,290,
V,1072,1,291,
V,1010,1,292,
V,1008,1,293,
V,1038,1,294,
V,1023,1,295,
V,1026,1,296,
V,1041,1,297,
C,10069,10069,298,298
V,1025,1,299,
V,1026,1,300,
C,10070,10070,301,301
V,1008,1,302,
V,1017,1,303,
V,1031,1,304,
V,1052,1,305,
V,1001,1,306,
V,1003,1,307,
V,1018,1,308,
C,10071,10071,309,309
V,1008,1,310,
V,1017,1,311,
V,1034,1,312,
C,10072,10072,313,313
V,1017,1,314,
V,1004,1,315,
C,10073,10073,316,316
V,1000,1,317,
V,1031,1,318,
V,1017,1,319,
V,1014,1,320,
V,1002,1,321,
C,10074,10074,322,322
V,1025,1,323,
V,1022,1,324,
V,1026,1,325,
V,1017,1,326,
V,1053,1,327,
C,10075,10075,328,328
V,1037,1,329,
V,1009,1,330,
V,1032,1,331,
C,10076,10076,332,332
V,1025,1,333,
V,1001,1,334,
V,1043,1,335,
V,1004,1,336,
C,10077,10077,337,337
V,1008,1,338,
V,1030,1,339,
V,1017,1,340,
V,1003,1,341,
V,1001,1,342,
V,1034,1,343,
V,1002,1,344,
V,1004,1,345,
C,10078,10078,346,346
V,1073,1,347,
C,10079,10079,348,348
V,1007,1,349,
C,10080,10080,350,350
V,1008,1,351,
V,1034,1,352,
C,10081,10081,353,353
V,1008,1,354,
V,1034,1,355,
C,10082,10082,356,356
V,1034,1,357,
C,10083,10083,358,358
V,1036,1,359,
V,1040,1,360,
C,10084,10084,361,361
V,1008,1,362,
V,1034,1,363,
C,10085,10085,364,364
V,1025,1,365,
V,1069,1,366,
V,1017,1,367,
V,1074,1,368,
V,1008,1,369,
V,1037,1,370,
V,1009,1,371,
V,1026,1,372,
V,1032,1,373,
V,1034,1,374,
C,10086,10086,375,375
V,1008,1,376,
V,1034,1,377,
C,10087,10087,378,378
V,1000,1,379,
V,1014,1,380,
C,10088,10088,381,381
V,1008,1,382,
V,1007,1,383,
C,10089,10089,384,384
V,1035,1,385,
V,1001,1,386,
V,1003,1,387,
V,1018,1,388,
C,10090,10090,389,389
V,1295,1,390,
C,10091,10091,391,391
V,1034,1,392,
C,10092,10092,393,393
V,1002,1,394,
C,10093,10093,395,395
V,1008,1,396,
V,1034,1,397,
C,10094,10094,398,398
V,1008,1,399,
V,1007,1,400,
C,10095,10095,401,401
V,1034,1,402,
C,10096,10096,403,403
